ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status
0.4569000479150686,-0.665174395582449,-0.8157624388620422,-0.43454203053359447,-1.041615563570937,0
-0.18548792892704702,-0.13734083921396817,0.016807785693723924,-1.3213625010103187,0.959567075374187,0
0.6096361433743626,-0.78179166676631,0.06604471186611274,0.45227843994312966,0.959567075374187,1
1.4951917631123155,-0.2999132769805908,0.5208111865350498,-0.43454203053359447,-1.041615563570937,1
-0.28249592589876016,-1.8771219582492689,-1.3192966053683581,0.45227843994312966,-1.041615563570937,0
-0.28247931654665626,0.21856599545619454,0.6407884794981863,-1.3213625010103187,-1.041615563570937,0
1.5520303175406156,0.0076072473855401,-2.657280022587055,0.45227843994312966,-1.041615563570937,0
0.7307796450127414,-0.8063290026815281,-0.5820747647718018,1.3390989104198538,-1.041615563570937,0
-0.5205628828245829,0.6621430223984799,-0.4404163955553942,-1.3213625010103187,-1.041615563570937,0
0.5032809112323088,0.9389852640541216,0.681561749412637,1.3390989104198538,0.959567075374187,1
-0.5144355145403794,-1.5925905513872347,0.07066024534087613,-0.43454203053359447,0.959567075374187,0
-0.5167745545861526,-0.7522546669421679,-1.3580143220674852,-0.43454203053359447,-1.041615563570937,0
0.19917548318316033,-0.758638061143812,-0.9373028505663826,0.45227843994312966,0.959567075374187,0
-1.9812164190645916,-0.9284894195943939,0.24676865182831376,1.3390989104198538,0.959567075374187,0
-1.7906560180718125,0.8314656339647336,-0.031072175885715557,1.3390989104198538,0.959567075374187,1
-0.6144590567183568,-0.1863857184761673,-0.5312972385379789,-1.3213625010103187,0.959567075374187,0
-1.0702600119403072,-0.2566979656420609,-0.4329738386544683,1.3390989104198538,0.959567075374187,1
0.2723040339310289,-1.9867825273994488,0.7444240697943205,1.3390989104198538,0.959567075374187,1
-0.9642299804756191,0.6384422791682363,-0.46984502689243185,-1.3213625010103187,-1.041615563570937,0
-1.4743940127442536,-1.226250485345063,-0.04009911505850729,-1.3213625010103187,-1.041615563570937,0
1.4371410994139766,0.06602164859425667,2.218688659821524,1.3390989104198538,-1.041615563570937,1
-0.274021100122564,0.282307948361461,-1.3761400032689037,0.45227843994312966,0.959567075374187,1
0.022705956420319275,1.359820548602382,-1.8044441959038333,-1.3213625010103187,-1.041615563570937,0
